Date.of.Sale..dd.mm.yyyy.,County,Not.Full.Market.Price,VAT.Exclusive,Description.of.Property,Property.Size.Description,County_Price
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,155000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,180000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,325000"
27/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,350000"
27/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,229000"
27/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,140000"
27/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,150000"
27/01/2010,Carlow,Yes,No,Second-Hand Dwelling house /Apartment,,"Carlow,180000"
27/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Limerick,339207"
27/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Galway,250000"
27/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,210000"
27/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,155000"
27/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,150000"
27/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,522500"
27/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,670000"
27/01/2010,Mayo,Yes,No,Second-Hand Dwelling house /Apartment,,"Mayo,157500"
27/01/2010,Tipperary,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Tipperary,140000"
27/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,230000"
27/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,205000"
27/01/2010,Monaghan,No,No,Second-Hand Dwelling house /Apartment,,"Monaghan,250000"
27/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,385000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,237500"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,410000"
28/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,198238"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,302000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,307500"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,710000"
28/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Meath,222466.95"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,185000"
28/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,143691"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,325000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
28/01/2010,Carlow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Carlow,250000"
28/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,265000"
28/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,6e+05"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,6e+05"
28/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,103000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,315000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,245000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,770000"
28/01/2010,Laois,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Laois,133000"
28/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,220000"
28/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,170000"
28/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,123000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,525000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,372500"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1200000"
28/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,890000"
28/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,196000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,360000"
28/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,123950"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,363000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,255500"
28/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,145000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,220000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,420000"
28/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,182000"
28/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,195000"
28/01/2010,Meath,Yes,No,Second-Hand Dwelling house /Apartment,,"Meath,120000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,76666.66"
28/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,10000"
28/01/2010,Kerry,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kerry,158590.23"
28/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,70000"
28/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,6000"
28/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,365110.13"
28/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,175000"
28/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,130000"
28/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,210000"
28/01/2010,Monaghan,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Monaghan,210726.87"
28/01/2010,Roscommon,No,No,Second-Hand Dwelling house /Apartment,,"Roscommon,180000"
28/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Donegal,185000"
28/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,122000"
28/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,285000"
28/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,125000"
28/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,605500"
28/01/2010,Cavan,No,No,Second-Hand Dwelling house /Apartment,,"Cavan,182500"
28/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,290000"
28/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,2e+05"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,325000"
28/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,165000"
28/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2600000"
29/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cavan,159493"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,466960.35"
29/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,415000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,980000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,180000"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Dublin,273127.76"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,285000"
29/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,180000"
29/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,235000"
29/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,180000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,952599"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,305000"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,242200"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,195000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,520000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,230000"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,224669.6"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,704846"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,225000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,420000"
29/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,90000"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,307000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,402500"
29/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,163000"
29/01/2010,Monaghan,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Monaghan,185000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,209000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,336000"
29/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,485000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,240000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,420000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,323000"
29/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kildare,317000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,420000"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,305392"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,131777"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,212000"
29/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,140000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,320000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,650000"
29/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,118544.21"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,350000"
29/01/2010,Laois,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Laois,160000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,360000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,174000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,520000"
29/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,3e+05"
29/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,140000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,280000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,301000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,210000"
29/01/2010,Waterford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Waterford,149779"
29/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,142500"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1170000"
29/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,145000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,260000"
29/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,350000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,595000"
29/01/2010,Monaghan,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Monaghan,160792.94"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,185000"
29/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,160000"
29/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,143000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,253000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,150000"
29/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Meath,172520.66"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,335000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,207818.03"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,480000"
29/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,129955.94"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,230000"
29/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,41000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,320000"
29/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,572687.22"
29/01/2010,Kerry,Yes,No,Second-Hand Dwelling house /Apartment,,"Kerry,130000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,280000"
29/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,175000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,305000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,165000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,150000"
29/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,75000"
29/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,360000"
29/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Limerick,226696.03"
29/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,273000"
29/01/2010,Tipperary,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Tipperary,212500"
29/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,96000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,460000"
29/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,107000"
29/01/2010,Leitrim,No,No,Second-Hand Dwelling house /Apartment,,"Leitrim,120000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,175000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,175000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,175000"
29/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,130000"
29/01/2010,Roscommon,No,No,Second-Hand Dwelling house /Apartment,,"Roscommon,121000"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,224000"
29/01/2010,Mayo,No,No,Second-Hand Dwelling house /Apartment,,"Mayo,197665"
29/01/2010,Wexford,Yes,No,Second-Hand Dwelling house /Apartment,,"Wexford,1e+05"
29/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,228000"
29/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,244000"
29/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,270000"
29/01/2010,Monaghan,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Monaghan,189000"
29/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,287000"
29/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,270000"
29/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1380000"
29/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,175000"
29/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,430000"
30/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,460000"
31/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,170000"
01/02/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,325000"
01/02/2010,Limerick,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Limerick,125000"
01/02/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,380000"
01/02/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,170000"
01/02/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Donegal,203350"
01/02/2010,Dublin,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,315000"
01/02/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,207500"
01/02/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,210000"
01/02/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,510000"
01/02/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,180000"
01/02/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,262500"
01/02/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,235000"
01/02/2010,Tipperary,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Tipperary,180000"
01/02/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,405000"
01/02/2010,Limerick,No,No,Teach/,,"Limerick,228500"
