Date.of.Sale..dd.mm.yyyy.,County,Not.Full.Market.Price,VAT.Exclusive,Description.of.Property,Property.Size.Description,County_Price
14/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,490000"
14/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,425000"
14/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,290909.09"
14/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,475000"
14/01/2010,Leitrim,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Leitrim,248000"
14/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,395500"
14/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,3e+05"
14/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,165000"
14/01/2010,Roscommon,Yes,No,Second-Hand Dwelling house /Apartment,,"Roscommon,5500"
15/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,250000"
15/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,164500"
15/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,172956"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,90000"
15/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,180616.74"
15/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,166000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1100000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2030000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,850000"
15/01/2010,Louth,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Louth,214153"
15/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,167000"
15/01/2010,Leitrim,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Leitrim,140969.16"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,295000"
15/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,168000"
15/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,247000"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,287500"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,150000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,175000"
15/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,168760.33"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,390000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1e+05"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,285000"
15/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,171000"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,325000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
15/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,186000"
15/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,85000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,297000"
15/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,115000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,565000"
15/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,360000"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,147000"
15/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,215000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,393000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,3e+05"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,334000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,462000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,440000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,320000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,8e+05"
15/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,124613"
15/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Cavan,120000"
15/01/2010,Wexford,Yes,No,Second-Hand Dwelling house /Apartment,,"Wexford,150000"
15/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,310000"
15/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,165000"
15/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,651982.37"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,450000"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,2e+05"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,285000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,232500"
15/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,153000"
15/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,163000"
15/01/2010,Longford,No,No,Second-Hand Dwelling house /Apartment,,"Longford,87000"
15/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,4e+05"
15/01/2010,Waterford,Yes,No,Second-Hand Dwelling house /Apartment,,"Waterford,130000"
15/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,45000"
15/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,320000"
15/01/2010,Cork,Yes,No,Second-Hand Dwelling house /Apartment,,"Cork,170000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
15/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Meath,251102"
15/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,180000"
15/01/2010,Waterford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Waterford,225000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,182000"
15/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,225000"
15/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,310000"
15/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,262500"
15/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,205000"
15/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Donegal,145374.44"
15/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,153000"
15/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Galway,132158.58"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,350000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,260000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,179000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,327000"
15/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,168000"
15/01/2010,Meath,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Meath,158903"
15/01/2010,Tipperary,Yes,No,Second-Hand Dwelling house /Apartment,,"Tipperary,96000"
15/01/2010,Roscommon,No,No,Second-Hand Dwelling house /Apartment,,"Roscommon,110000"
15/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,264000"
15/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,525000"
15/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,875000"
15/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,155000"
15/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,180000"
15/01/2010,Monaghan,No,No,Second-Hand Dwelling house /Apartment,,"Monaghan,325000"
15/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,120000"
15/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,65000"
15/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Galway,129750"
15/01/2010,Kilkenny,Yes,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,75000"
15/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,253000"
15/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,2e+05"
15/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,2e+05"
15/01/2010,Sligo,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Sligo,125000"
15/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,324000"
15/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,324000"
15/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,222000"
15/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,410000"
16/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,227000"
18/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,410000"
18/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,758250"
18/01/2010,Sligo,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Sligo,158589.86"
18/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,170000"
18/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,337500"
18/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,231388"
18/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,120000"
18/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,187500"
18/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,148000"
18/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,242000"
18/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,150000"
18/01/2010,Kilkenny,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Kilkenny,185023"
18/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,265000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,297500"
18/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,529000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,526000"
18/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,192500"
18/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,10000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,266000"
18/01/2010,Wicklow,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,2e+05"
18/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,180000"
18/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,80000"
18/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,257709.26"
18/01/2010,Clare,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Clare,220264.31"
18/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,290000"
18/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Galway,185022.02"
18/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,159325.11"
18/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,255000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,310000"
18/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,340000"
18/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Meath,270000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,310000"
18/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,820000"
18/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,265000"
18/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,70000"
18/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,385000"
18/01/2010,Roscommon,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Roscommon,246696.03"
18/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,30000"
18/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,156000"
18/01/2010,Donegal,Yes,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Donegal,2e+05"
18/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,168000"
18/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,425000"
19/01/2010,Dublin,no,No,Second-Hand Dwelling house /Apartment,,"Dublin,260000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,280000"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,340000"
19/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,246170.8"
19/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,259500"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,225000"
19/01/2010,Cork,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Cork,230000"
19/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Galway,281057.27"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,323500"
19/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,20000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,610000"
19/01/2010,Louth,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Louth,132158.59"
19/01/2010,Mayo,Yes,No,Second-Hand Dwelling house /Apartment,,"Mayo,70000"
19/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,135000"
19/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,301500"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,215000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,225000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,1e+06"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,180000"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,327000"
19/01/2010,Westmeath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Westmeath,211572.68"
19/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,185000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,425000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,297500"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,190000"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,190000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,560000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,5e+05"
19/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,220000"
19/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,324809"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,175000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,282000"
19/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,275000"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,235000"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,85000"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,365000"
19/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Wexford,48250"
19/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,2e+05"
19/01/2010,Monaghan,No,No,Second-Hand Dwelling house /Apartment,,"Monaghan,125000"
19/01/2010,Monaghan,No,No,Second-Hand Dwelling house /Apartment,,"Monaghan,50000"
19/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,125000"
19/01/2010,Cavan,No,No,Second-Hand Dwelling house /Apartment,,"Cavan,190000"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,265000"
19/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Galway,165000"
19/01/2010,Cavan,No,No,Second-Hand Dwelling house /Apartment,,"Cavan,135000"
19/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,160000"
19/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,1e+05"
19/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Galway,308370.04"
19/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,1e+05"
19/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,320000"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,240000"
20/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,250000"
20/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,360000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,315000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,337200"
20/01/2010,Roscommon,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Roscommon,140969.15"
20/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,245000"
20/01/2010,Roscommon,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Roscommon,140969.15"
20/01/2010,Kerry,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kerry,169000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,360000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,282000"
20/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,195000"
20/01/2010,Sligo,No,No,Second-Hand Dwelling house /Apartment,,"Sligo,122460.73"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,2e+05"
20/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,105845.79"
20/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,180000"
20/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,223099.17"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,152000"
20/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,215000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,235000"
20/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,193000"
20/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,116250"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,240000"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,135000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,735000"
20/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,225000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,305000"
20/01/2010,Sligo,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Sligo,230000"
20/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,158149.78"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,255000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,255000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,250000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,412000"
20/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,280000"
20/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
20/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,171806.16"
20/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,12500"
20/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,270000"
20/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,18417.31"
20/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,330000"
20/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,1395000"
20/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,105000"
20/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,4e+05"
20/01/2010,Kerry,Yes,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kerry,80000"
20/01/2010,Cork,Yes,No,Second-Hand Dwelling house /Apartment,,"Cork,30104.16"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,345000"
20/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,70000"
20/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,240000"
20/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,75000"
20/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,140000"
20/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,235000"
21/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,675000"
21/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,153000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,455000"
21/01/2010,Cork,Yes,No,Second-Hand Dwelling house /Apartment,,"Cork,173333.33"
21/01/2010,Sligo,No,No,Second-Hand Dwelling house /Apartment,,"Sligo,116955.4"
21/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kildare,167401"
21/01/2010,Mayo,No,No,Second-Hand Dwelling house /Apartment,,"Mayo,140000"
21/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,195000"
21/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Meath,215859.02"
21/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,260800"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,355000"
21/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,140000"
21/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,575000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,460000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,310000"
21/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Wicklow,748898.67"
21/01/2010,Wexford,Yes,No,Second-Hand Dwelling house /Apartment,,"Wexford,190000"
21/01/2010,Kildare,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kildare,303964.76"
21/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,276859.5"
21/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Wicklow,246695"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,481000"
21/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
21/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,219950"
21/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,108000"
21/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,323788.55"
21/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cavan,205000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,294000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,455000"
21/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Limerick,110132"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,465000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,490000"
21/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,196000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,272500"
21/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,91000"
21/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,257929.51"
